"","X.Organism.Name","Size..Mb.","GC.","Scaffolds","Genes","Release.Date","Modify.Date","Assembly.Accession","genus","strain","acc","full_ftp"
"27142","Candidatus Portiera aleyrodidarum",0.280822,"24.7","1","308","2015/03/04","2015/03/04","GCA_000953395.1","Portiera","Candidatus","chromosome I:LN649236.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/395/GCA_000953395.1_TV-BCN.1/GCA_000953395.1_TV-BCN.1_genomic.fasta"
"27143","Pseudomonas sp. BS-2016",4.81426,"58.7","1","4423","2016/10/11","2017/04/13","GCA_001020725.2","sp.","Pseudomonas","NZ_CP017687.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/020/725/GCA_001020725.2_ASM102072v2/GCA_001020725.2_ASM102072v2_genomic.fasta"
"27148","Streptomyces sp. CdTB01",10.1916,"71.5518","2","9290","2016/01/04","2017/03/12","GCA_001484565.1","sp.","Streptomyces","NZ_CP013743.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/565/GCA_001484565.1_ASM148456v1/GCA_001484565.1_ASM148456v1_genomic.fasta"
"27150","Bacillus sp.",4.23362,"43.5","1","4440","2014/11/20","2017/04/10","GCA_000952895.1","Bacillus sp.","Bacillus sp.","chromosome I:NZ_LN680001.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/952/895/GCA_000952895.1_BS34ACh/GCA_000952895.1_BS34ACh_genomic.fasta"
"27155","Rhodococcus sp. YL-1",7.59496,"62.3652","6","7109","2017/01/10","2017/04/17","GCA_001942025.1","sp.","Rhodococcus","NZ_CP017299.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/942/025/GCA_001942025.1_ASM194202v1/GCA_001942025.1_ASM194202v1_genomic.fasta"
"27160","Synechococcus sp. WH 8109",2.11151,"60.1","1","2340","2014/01/09","2017/04/17","GCA_000161795.2","sp.","Synechococcus","NZ_CP006882.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/161/795/GCA_000161795.2_ASM16179v2/GCA_000161795.2_ASM16179v2_genomic.fasta"
"27162","Arthrobacter sp. ATCC 21022",4.4349,"63.4","1","4078","2016/01/28","2017/04/11","GCA_001542565.1","sp.","Arthrobacter","NZ_CP014196.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/565/GCA_001542565.1_ASM154256v1/GCA_001542565.1_ASM154256v1_genomic.fasta"
"27174","Mycobacterium sp. QIA-37",4.85537,"64.1","1","4725","2016/04/06","2017/04/12","GCA_001611855.1","sp.","Mycobacterium","NZ_CP010071.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/855/GCA_001611855.1_ASM161185v1/GCA_001611855.1_ASM161185v1_genomic.fasta"
"27209","Paenibacillus sp. FSL R7-0331",6.93197,"51.2","1","6066","2014/09/22","2017/04/09","GCA_000758645.1","sp.","Paenibacillus","NZ_CP009284.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/758/645/GCA_000758645.1_ASM75864v1/GCA_000758645.1_ASM75864v1_genomic.fasta"
"27260","Rhizobium sp. N621",6.42525,"61.0923","5","6272","2016/06/17","2017/04/12","GCA_001664325.1","sp.","Rhizobium","NZ_CP013495.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/664/325/GCA_001664325.1_ASM166432v1/GCA_001664325.1_ASM166432v1_genomic.fasta"
"27329","Bacillus velezensis TrigoCor1448",3.9579,"46.5","1","3897","2014/02/28","2017/04/10","GCA_000583065.1","velezensis","Bacillus","NZ_CP007244.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/583/065/GCA_000583065.1_ASM58306v1/GCA_000583065.1_ASM58306v1_genomic.fasta"
"27370","Alteromonas mediterranea",4.92795,"44.655","2","4321","2016/11/28","2017/04/05","GCA_001886395.1","Alteromonas mediterranea","Alteromonas mediterranea","NZ_CP018024.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/395/GCA_001886395.1_ASM188639v1/GCA_001886395.1_ASM188639v1_genomic.fasta"
"27426","Alteromonas mediterranea",4.97138,"44.6545","2","4381","2016/11/28","2017/04/06","GCA_001886415.1","Alteromonas mediterranea","Alteromonas mediterranea","NZ_CP018027.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/415/GCA_001886415.1_ASM188641v1/GCA_001886415.1_ASM188641v1_genomic.fasta"
"27464","Bacillus velezensis SQR9",4.11702,"46.1","1","4083","2014/05/08","2017/03/22","GCA_000685725.1","velezensis","Bacillus","NZ_CP006890.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/725/GCA_000685725.1_ASM68572v1/GCA_000685725.1_ASM68572v1_genomic.fasta"
"27503","Clostridium tyrobutyricum",3.07404,"30.9305","2","2976","2016/07/05","2016/07/05","GCA_001679705.1","Clostridium tyrobutyricum","Clostridium tyrobutyricum","CP016280.1; plasmid pW428:CP016281.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/705/GCA_001679705.1_ASM167970v1/GCA_001679705.1_ASM167970v1_genomic.fasta"
"27521","Rhizobium sp. N113",6.52434,"61.0969","5","6339","2016/06/17","2017/04/12","GCA_001664345.1","sp.","Rhizobium","NZ_CP013517.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/664/345/GCA_001664345.1_ASM166434v1/GCA_001664345.1_ASM166434v1_genomic.fasta"
"27568","Paenibacillus sp. IHBB 10380",5.7873,"41.2938","2","5313","2015/03/09","2017/04/10","GCA_000949425.1","sp.","Paenibacillus","NZ_CP010976.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/949/425/GCA_000949425.1_ASM94942v1/GCA_000949425.1_ASM94942v1_genomic.fasta"
"27601","Mycobacterium sp. YC-RL4",6.05398,"67.4249","2","5836","2016/05/16","2017/04/12","GCA_001644575.1","sp.","Mycobacterium","NZ_CP015596.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/575/GCA_001644575.1_ASM164457v1/GCA_001644575.1_ASM164457v1_genomic.fasta"
"27612","Arthrobacter sp. U41",4.79263,"66.3816","4","4407","2016/09/30","2017/04/13","GCA_001750145.1","sp.","Arthrobacter","NZ_CP015732.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/145/GCA_001750145.1_ASM175014v1/GCA_001750145.1_ASM175014v1_genomic.fasta"
"27614","Synechococcus sp. WH 8102",2.43443,"59.4","1","2630","2003/08/14","2017/04/17","GCA_000195975.1","sp.","Synechococcus","NC_005070.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/975/GCA_000195975.1_ASM19597v1/GCA_000195975.1_ASM19597v1_genomic.fasta"
"27618","Rhodococcus sp. MTM3W5.2",5.66508,"69","1","5165","2017/02/03","2017/04/17","GCA_001984015.1","sp.","Rhodococcus","NZ_CP019572.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/015/GCA_001984015.1_ASM198401v1/GCA_001984015.1_ASM198401v1_genomic.fasta"
"27623","Bacillus sp. LM 4-2",4.06927,"43.8","1","4203","2015/04/22","2017/04/10","GCA_000978495.1","sp.","Bacillus","NZ_CP011101.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/495/GCA_000978495.1_ASM97849v1/GCA_000978495.1_ASM97849v1_genomic.fasta"
"27625","Streptomyces sp. 4F",8.04777,"72.3","1","7216","2016/01/04","2017/03/12","GCA_001484705.1","sp.","Streptomyces","NZ_CP013142.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/705/GCA_001484705.1_ASM148470v1/GCA_001484705.1_ASM148470v1_genomic.fasta"
"27629","Pseudomonas sp. URMO17WK12:I11",6.37444,"59.2","1","5836","2015/11/17","2017/04/11","GCA_001511755.1","sp.","Pseudomonas","chromosome 1:NZ_LN854573.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/511/755/GCA_001511755.1_Shine/GCA_001511755.1_Shine_genomic.fasta"
"27630","Candidatus Portiera aleyrodidarum",0.290376,"23.8","1","317","2015/03/04","2015/03/04","GCA_000953415.1","Portiera","Candidatus","chromosome I:LN734649.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/415/GCA_000953415.1_AF-CAI.1/GCA_000953415.1_AF-CAI.1_genomic.fasta"
"27641","Rhizobium phaseoli",6.90611,"61.2859","6","6780","2016/06/17","2017/04/05","GCA_001664365.1","Rhizobium phaseoli","Rhizobium phaseoli","NZ_CP013574.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/664/365/GCA_001664365.1_ASM166436v1/GCA_001664365.1_ASM166436v1_genomic.fasta"
"27643","Elizabethkingia anophelis R26",4.05831,"35.5","1","3737","2017/09/11","2017/09/20","GCA_002023665.2","anophelis","Elizabethkingia","NZ_CP023401.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/023/665/GCA_002023665.2_ASM202366v2/GCA_002023665.2_ASM202366v2_genomic.fasta"
"27650","Piscirickettsia salmonis",3.28546,"39.6511","5","3392","2017/01/04","2017/04/06","GCA_001932775.1","Piscirickettsia salmonis","Piscirickettsia salmonis","NZ_CP013773.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/932/775/GCA_001932775.1_ASM193277v1/GCA_001932775.1_ASM193277v1_genomic.fasta"
"27688","Corynebacterium ulcerans",2.48332,"53.3","1","2262","2015/09/14","2017/04/04","GCA_001281445.1","Corynebacterium ulcerans","Corynebacterium ulcerans","NZ_CP010818.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/445/GCA_001281445.1_ASM128144v1/GCA_001281445.1_ASM128144v1_genomic.fasta"
"27705","Vibrio anguillarum",4.40787,"44.5424","3","4137","2017/09/05","2017/09/05","GCA_002287545.1","Vibrio anguillarum","Vibrio anguillarum","chromosome 1:CP023054.1; chromosome 2:CP023055.1; plasmid p15:CP023056.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/287/545/GCA_002287545.1_ASM228754v1/GCA_002287545.1_ASM228754v1_genomic.fasta"
"27717","Candidatus Sulcia muelleri str. Sulcia-ALF",0.190733,"24","1","225","2013/08/01","2014/02/14","GCA_000442635.1","Sulcia","Candidatus","CP006060.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/635/GCA_000442635.1_ASM44263v1/GCA_000442635.1_ASM44263v1_genomic.fasta"
"27722","Riemerella anatipestifer",2.1567,"35","1","2052","2017/08/15","2017/08/28","GCA_900186945.1","Riemerella anatipestifer","Riemerella anatipestifer","chromosome 1:NZ_LT906475.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/945/GCA_900186945.1_48903_E01/GCA_900186945.1_48903_E01_genomic.fasta"
"27730","Corynebacterium pseudotuberculosis 316",2.31041,"52.1","1","2121","2012/02/22","2017/03/30","GCA_000248375.1","pseudotuberculosis","Corynebacterium","NC_016932.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/375/GCA_000248375.1_ASM24837v1/GCA_000248375.1_ASM24837v1_genomic.fasta"
"27733","Vibrio alginolyticus",5.36283,"44.6061","2","5048","2017/05/09","2017/05/24","GCA_002149065.1","Vibrio alginolyticus","Vibrio alginolyticus","chromosome I:NZ_CP017918.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/149/065/GCA_002149065.1_ASM214906v1/GCA_002149065.1_ASM214906v1_genomic.fasta"
"27767","Bacteroides dorei",5.24322,"41.6","1","4186","2014/08/06","2014/08/06","GCA_000738065.1","Bacteroides dorei","Bacteroides dorei","CP008741.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/738/065/GCA_000738065.1_ASM73806v1/GCA_000738065.1_ASM73806v1_genomic.fasta"
"27799","Granulibacter bethesdensis",2.73888,"59.2","1","2476","2016/12/06","2017/08/28","GCA_001889545.1","Granulibacter bethesdensis","Granulibacter bethesdensis","NZ_CP018194.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/545/GCA_001889545.1_ASM188954v1/GCA_001889545.1_ASM188954v1_genomic.fasta"
"27800","Streptococcus iniae SF1",2.14984,"36.7","1","2196","2013/05/30","2014/03/14","GCA_000403625.1","iniae","Streptococcus","CP005941.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/403/625/GCA_000403625.1_ASM40362v1/GCA_000403625.1_ASM40362v1_genomic.fasta"
"27801","Pseudomonas stutzeri",5.03094,"60.3","1","4687","2016/05/18","2017/04/05","GCA_001648195.1","Pseudomonas stutzeri","Pseudomonas stutzeri","NZ_CP015641.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/195/GCA_001648195.1_ASM164819v1/GCA_001648195.1_ASM164819v1_genomic.fasta"
"27803","Aeromonas hydrophila NJ-35",5.27964,"60.5","1","4902","2015/06/03","2017/04/03","GCA_001019645.1","hydrophila","Aeromonas","NZ_CP006870.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/645/GCA_001019645.1_ASM101964v1/GCA_001019645.1_ASM101964v1_genomic.fasta"
"27805","Paenibacillus polymyxa",6.0918,"45.6","1","5418","2016/12/27","2017/04/06","GCA_001922145.1","Paenibacillus polymyxa","Paenibacillus polymyxa","NZ_CP011420.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/145/GCA_001922145.1_ASM192214v1/GCA_001922145.1_ASM192214v1_genomic.fasta"
"27813","Bifidobacterium breve",2.42601,"59.1056","2","2201","2015/09/14","2017/04/04","GCA_001281425.1","Bifidobacterium breve","Bifidobacterium breve","NZ_CP010413.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/425/GCA_001281425.1_ASM128142v1/GCA_001281425.1_ASM128142v1_genomic.fasta"
"27814","Mycobacterium abscessus",4.82604,"64.1","1","4769","2016/04/04","2017/03/19","GCA_001606195.1","Mycobacterium abscessus","Mycobacterium abscessus","NZ_CP014950.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/606/195/GCA_001606195.1_ASM160619v1/GCA_001606195.1_ASM160619v1_genomic.fasta"
"27831","Enterobacter cloacae",5.00699,"55.355","4","4906","2015/06/09","2017/03/26","GCA_001022015.1","Enterobacter cloacae","Enterobacter cloacae","NZ_CP011572.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/015/GCA_001022015.1_ASM102201v1/GCA_001022015.1_ASM102201v1_genomic.fasta"
"27832","Proteus mirabilis",4.19046,"39.3057","2","3912","2017/09/18","2017/09/18","GCA_002310895.1","Proteus mirabilis","Proteus mirabilis","CP017085.1; plasmid pT18:CP017086.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/895/GCA_002310895.1_ASM231089v1/GCA_002310895.1_ASM231089v1_genomic.fasta"
"27838","Propionibacterium acnes HL096PA1",2.54977,"60.1523","2","2593","2013/04/22","2017/04/01","GCA_000376705.1","acnes","Propionibacterium","NC_021085.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/705/GCA_000376705.1_ASM37670v1/GCA_000376705.1_ASM37670v1_genomic.fasta"
"27842","Burkholderia sp. Bp5365",7.28781,"67.1361","3","6960","2016/01/12","2017/04/11","GCA_001513745.1","sp.","Burkholderia","chromosome 1:NZ_CP013380.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/513/745/GCA_001513745.1_ASM151374v1/GCA_001513745.1_ASM151374v1_genomic.fasta"
"27843","Campylobacter coli",1.98538,"30.9554","4","2101","2016/08/31","2017/03/20","GCA_001717605.1","Campylobacter coli","Campylobacter coli","NZ_CP017025.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/605/GCA_001717605.1_ASM171760v1/GCA_001717605.1_ASM171760v1_genomic.fasta"
"27844","Mycoplasma gallisepticum NC06_2006.080-5-2P",0.938869,"31.6","1","777","2012/08/10","2017/03/30","GCA_000286775.1","gallisepticum","Mycoplasma","NC_018411.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/775/GCA_000286775.1_ASM28677v1/GCA_000286775.1_ASM28677v1_genomic.fasta"
"27846","Lactobacillus brevis",2.55412,"45.598","5","2583","2017/06/06","2017/06/08","GCA_002174235.1","Lactobacillus brevis","Lactobacillus brevis","NZ_CP021674.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/174/235/GCA_002174235.1_ASM217423v1/GCA_002174235.1_ASM217423v1_genomic.fasta"
"27847","Mannheimia haemolytica",2.70422,"41","1","2778","2015/03/26","2017/04/03","GCA_000963675.1","Mannheimia haemolytica","Mannheimia haemolytica","NZ_CP011099.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/963/675/GCA_000963675.1_ASM96367v1/GCA_000963675.1_ASM96367v1_genomic.fasta"
"27848","Lactobacillus plantarum",3.23765,"44.7","1","3148","2015/09/02","2017/03/26","GCA_001278015.1","Lactobacillus plantarum","Lactobacillus plantarum","NZ_CP009236.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/015/GCA_001278015.1_ASM127801v1/GCA_001278015.1_ASM127801v1_genomic.fasta"
"27849","Serratia marcescens",5.30863,"59.4","1","5047","2017/07/18","2017/07/21","GCA_002220515.1","Serratia marcescens","Serratia marcescens","NZ_CP018924.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/515/GCA_002220515.1_ASM222051v1/GCA_002220515.1_ASM222051v1_genomic.fasta"
"27860","Leuconostoc mesenteroides subsp. mesenteroides",1.94688,"37.9649","4","2025","2017/05/17","2017/05/24","GCA_002148235.1","mesenteroides","Leuconostoc","NZ_CP020731.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/235/GCA_002148235.1_ASM214823v1/GCA_002148235.1_ASM214823v1_genomic.fasta"
"27863","Dehalococcoides mccartyi CG4",1.38231,"48.7","1","1470","2014/08/04","2017/04/03","GCA_000830905.1","mccartyi","Dehalococcoides","NZ_CP006950.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/905/GCA_000830905.1_ASM83090v1/GCA_000830905.1_ASM83090v1_genomic.fasta"
"27865","Yersinia enterocolitica",4.85082,"46.8515","3","4668","2016/08/23","2017/04/17","GCA_001708555.1","Yersinia enterocolitica","Yersinia enterocolitica","NZ_CP016935.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/555/GCA_001708555.1_ASM170855v1/GCA_001708555.1_ASM170855v1_genomic.fasta"
"27866","Mycoplasma pneumoniae 51494",0.816404,"40","1","792","2015/08/21","2017/04/04","GCA_001272735.1","pneumoniae","Mycoplasma","NZ_CP010541.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/272/735/GCA_001272735.1_ASM127273v1/GCA_001272735.1_ASM127273v1_genomic.fasta"
"27868","Corynebacterium diphtheriae HC04",2.48433,"53.5","1","2367","2012/01/13","2017/03/30","GCA_000255195.1","diphtheriae","Corynebacterium","NC_016788.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/195/GCA_000255195.1_ASM25519v1/GCA_000255195.1_ASM25519v1_genomic.fasta"
"27869","[Haemophilus] ducreyi",1.73856,"38.2","1","1728","2016/05/19","2017/04/05","GCA_001647875.1","[Haemophilus] ducreyi","[Haemophilus] ducreyi","NZ_CP015432.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/875/GCA_001647875.1_ASM164787v1/GCA_001647875.1_ASM164787v1_genomic.fasta"
"27871","Sinorhizobium meliloti",7.20585,"62.011","4","7345","2017/06/16","2017/08/06","GCA_002197025.1","Sinorhizobium meliloti","Sinorhizobium meliloti","NZ_CP021793.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/025/GCA_002197025.1_ASM219702v1/GCA_002197025.1_ASM219702v1_genomic.fasta"
"27877","Bordetella pertussis",4.10536,"67.7","1","3966","2015/10/07","2017/03/26","GCA_001307605.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011441.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/605/GCA_001307605.1_ASM130760v1/GCA_001307605.1_ASM130760v1_genomic.fasta"
"27881","Brucella melitensis",3.30987,"57.1717","2","3379","2016/08/29","2017/04/05","GCA_001715485.1","Brucella melitensis","Brucella melitensis","chromosome 1:NZ_CP016983.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/715/485/GCA_001715485.1_ASM171548v1/GCA_001715485.1_ASM171548v1_genomic.fasta"
"27883","Pasteurella multocida subsp. multocida HB01",2.41607,"40.3","1","2314","2016/06/15","2017/04/05","GCA_001663095.1","multocida","Pasteurella","NZ_CP006976.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/095/GCA_001663095.1_ASM166309v1/GCA_001663095.1_ASM166309v1_genomic.fasta"
"27884","Lactobacillus rhamnosus",3.04784,"46.7","1","3124","2017/05/30","2017/06/01","GCA_002158925.1","Lactobacillus rhamnosus","Lactobacillus rhamnosus","NZ_CP021426.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/925/GCA_002158925.1_ASM215892v1/GCA_002158925.1_ASM215892v1_genomic.fasta"
"27885","Acetobacter pasteurianus NBRC 101655",3.10099,"52.7589","5","2891","2016/01/28","2017/04/10","GCA_000241585.3","pasteurianus","Acetobacter","chromosome Unknown:NZ_AP014881.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/585/GCA_000241585.3_ASM24158v3/GCA_000241585.3_ASM24158v3_genomic.fasta"
"27895","Stenotrophomonas maltophilia",4.85114,"66.3","1","4513","2017/06/27","2017/06/29","GCA_002208885.1","Stenotrophomonas maltophilia","Stenotrophomonas maltophilia","NZ_CP022053.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/885/GCA_002208885.1_ASM220888v1/GCA_002208885.1_ASM220888v1_genomic.fasta"
"27898","Bacillus amyloliquefaciens KHG19",3.95336,"46.6","1","3899","2015/02/10","2017/04/10","GCA_000835145.1","amyloliquefaciens","Bacillus","NZ_CP007242.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/145/GCA_000835145.1_ASM83514v1/GCA_000835145.1_ASM83514v1_genomic.fasta"
"27899","Bifidobacterium animalis subsp. lactis Bi-07",1.93882,"60.5","1","1611","2012/05/07","2017/07/25","GCA_000277345.1","animalis","Bifidobacterium","NC_017867.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/345/GCA_000277345.1_ASM27734v1/GCA_000277345.1_ASM27734v1_genomic.fasta"
"27900","Chlamydia psittaci WS/RT/E30",1.14834,"38.9599","2","1033","2012/09/19","2017/03/30","GCA_000298475.2","psittaci","Chlamydia","NC_018622.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/475/GCA_000298475.2_ASM29847v2/GCA_000298475.2_ASM29847v2_genomic.fasta"
"27901","Enterococcus faecium",3.10803,"37.8205","6","3204","2016/05/02","2017/03/28","GCA_001635875.1","Enterococcus faecium","Enterococcus faecium","NZ_CP011281.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/635/875/GCA_001635875.1_ASM163587v1/GCA_001635875.1_ASM163587v1_genomic.fasta"
"27902","Neisseria gonorrhoeae",2.21242,"52.5","1","2596","2017/03/29","2017/04/10","GCA_002073535.1","Neisseria gonorrhoeae","Neisseria gonorrhoeae","NZ_CP020415.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/535/GCA_002073535.1_ASM207353v1/GCA_002073535.1_ASM207353v1_genomic.fasta"
"27911","Brucella suis bv. 2",3.32454,"57.1841","2","3382","2014/06/06","2017/04/02","GCA_000699025.1","suis","Brucella","chromosome I:NZ_CP007695.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/025/GCA_000699025.1_ASM69902v1/GCA_000699025.1_ASM69902v1_genomic.fasta"
"27917","Rickettsia prowazekii",1.11177,"29","1","920","2016/03/30","2017/04/05","GCA_001602215.1","Rickettsia prowazekii","Rickettsia prowazekii","NZ_CP014865.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/215/GCA_001602215.1_ASM160221v1/GCA_001602215.1_ASM160221v1_genomic.fasta"
"27920","Burkholderia thailandensis 2002721643",6.7228,"67.6469","2","6422","2015/03/20","2017/04/03","GCA_000959425.1","thailandensis","Burkholderia","chromosome I:NZ_CP009601.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/425/GCA_000959425.1_ASM95942v1/GCA_000959425.1_ASM95942v1_genomic.fasta"
"27921","Mycoplasma mycoides subsp. mycoides",1.09178,"23.9","1","1058","2016/02/09","2017/04/10","GCA_001554155.1","mycoides","Mycoplasma","NZ_CP011264.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/554/155/GCA_001554155.1_ASM155415v1/GCA_001554155.1_ASM155415v1_genomic.fasta"
"27925","Clostridium botulinum Ba4 str. 657",4.25777,"28.0255","3","4222","2009/05/01","2017/06/15","GCA_000020345.1","botulinum","Clostridium","NC_012658.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/345/GCA_000020345.1_ASM2034v1/GCA_000020345.1_ASM2034v1_genomic.fasta"
"27926","Enterococcus faecalis",3.02601,"37.2","1","3014","2016/07/20","2017/04/17","GCA_001689055.2","Enterococcus faecalis","Enterococcus faecalis","NZ_CP015410.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/689/055/GCA_001689055.2_ASM168905v2/GCA_001689055.2_ASM168905v2_genomic.fasta"
